Account,Level,Account Name,Account Title,Standard Cost Equation?,Count Scaling Variable,Count per Variable,Optional Variable,Optional Value,Fixed Cost ($),Unit Cost,Unit Cost (units),Scaling Variable,Scaling Variable Ref Value,Units,Exponent,Dollar Year,Type,Source,Ref,Link,Notes,FOAK to NOAK Multiplier Type,Fixed Cost Low End,Fixed Cost High End,Fixed Cost Distribution,Unit Cost Low End,Unit Cost High End,Unit Cost Distribution,Exponent std,Exponent Max,Exponent Min,Exponent Distribution
241.1,3,Fuel Handling Robot,                  Fuel Handling Robot,standard,New Reactor Fueling Line Count,6,,,232000,,,,,,,2023,Lab and Mat and Equip,MIT-ANP-TR-198,,,ABB Robotics Estimate,No Learning,116000,348000,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
241.1,3,Fuel Crane,                  Fuel Crane,standard,New Reactor Fueling Line Count,2,,,1971000,,,,,,,2023,Lab and Mat and Equip,MIT-ANP-TR-198,,,Konecrane Estimate,No Learning,1752000,2190000,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
241.1,3,Reactor Crane,                  Reactor Crane,standard,New Reactor Fueling Line Count,1,,,2738000,,,,,,,2023,Lab and Mat and Equip,MIT-ANP-TR-198,,,Konecrane Estimate,No Learning,2190000,3285000,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
241.1,3,Decontamination System,                  Decontamination System,standard,New Reactor Fueling Line Count,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
241.1,3,Fueling Hot Cell Shielding,                  Fueling Hot Cell Shielding,standard,New Reactor Fueling Line Count,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
242,2,New Reactor Testing Equipment,            New Reactor Testing Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242.1,3,Handling Robot,                  Handling Robot,standard,New Reactor Testing Line Count,6,,,232000,,,,,,,2023,Lab and Mat and Equip,MIT-ANP-TR-198,,,ABB Robotics Estimate,No Learning,116000,348000,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
242.1,3,Operating Platform,                  Operating Platform,standard,New Reactor Testing Line Count,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
242.1,3,Primary Heat Transport System,                  Primary Heat Transport System,standard,New Reactor Testing Line Count,1,,,,,,,,,,,,,,,TODO: should simply use the same cost as the Reactor Side,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
242.1,3,Decontamination System,                  Decontamination System,standard,New Reactor Testing Line Count,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
242.1,3,Testing Hot Cell Shielding,                  Testing Hot Cell Shielding,standard,New Reactor Testing Line Count,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
243,2,Fresh Fuel Management Equipment,            Fresh Fuel Management Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243.1,3,Fuel Crane,                  Fuel Crane,standard,New Reactor Fueling Line Count,0.25,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
243.1,3,Fresh Fuel Inspection Equipment,                  Fresh Fuel Inspection Equipment,standard,New Reactor Fueling Line Count,0.1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
243.1,3,Fresh Fuel Cask Storage Racks,                  Fresh Fuel Cask Storage Racks,standard,New Reactor Fueling Line Count,0.25,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
244,2,Auxiliary System,            Auxiliary System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244.1,3,Fire Protection Equipment,                  Fire Protection Equipment,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
244.2,3,Service Water/Air/Steam System,                  Service Water/Air/Steam System,standard,Constant,1,,,,32567.925373134327,,Power Mwt of Operating Fleet,3417,MWt,0.8,2018,Lab and Mat and Equip,PWR12-ME,,,Power Law scaling of PWR12-ME Service Water/Air/Steam System. Needs better cost correlation.,No Learning,0,0,Lognormal,26054.340298507464,65135.850746268654,Lognormal,0.1,1,0,Truncated Normal
244.3,3,Radwaste Processing System,                  Radwaste Processing System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244.31,4,Gas Waste System,                        Gas Waste System,standard,Constant,1,,,,974.7116769095697,$/MWt,Power Mwt of Operating Fleet,3417,MWt,0.8,2018,Lab and Mat and Equip,PWR12-ME,,,,No Learning,0,0,Lognormal,779.7693415276558,1949.4233538191395,Lognormal,0.1,1,0,Truncated Normal
244.32,4,Liquid Waste System,                        Liquid Waste System,standard,Constant,1,,,,9674.812455370207,$/MWt,Power Mwt of Operating Fleet,3417,MWt,0.8,2018,Lab and Mat and Equip,PWR12-ME,,,,No Learning,0,0,Lognormal,7739.849964296166,19349.624910740415,Lognormal,0.1,1,0,Truncated Normal
244.33,4,Solid Waste System,                        Solid Waste System,standard,Constant,1,,,,4625.438068481124,$/MWt,Power Mwt of Operating Fleet,3417,MWt,0.8,2018,Lab and Mat and Equip,PWR12-ME,,,,No Learning,0,0,Lognormal,3700.3504547848993,9250.876136962248,Lognormal,0.1,1,0,Truncated Normal
244.4,3,Inert Gas System,                  Inert Gas System,standard,Constant,1,,,,41.15906309139729,$/m^3,New Reactor Testing Hot Cell Volume,201049.28,m^3,0.6,1978,Lab and Mat and Equip,,"Park et al., Bottom-up levelized cost estimation of low-enriched and low-pressure nuclear batteries. NED. 2025",https://doi.org/10.1016/j.nucengdes.2025.113936,Uses LMFBR Inert Gas System as reference for Power Law Scaling using Containment/HotCell Volume,No Learning,0,0,Lognormal,32.92725047311784,82.31812618279459,Lognormal,0.1,1,0,Truncated Normal
249,2,Integrated Control System,            Integrated Control System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249.1,3,Plant Control Systems,                  Plant Control Systems,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
249.2,3,Instrumentation and Controls,                  Instrumentation and Controls,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
249.3,3,Process Computer,                  Process Computer,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
249.4,3,Alarm System,                  Alarm System,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
249.5,3,Monitoring System,                  Monitoring System,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
249.6,3,Communication System,                  Communication System,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
25,1,Radioactive Waste Management Facility Equipment,      Radioactive Waste Management Facility Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2,Gas Waste System,            Gas Waste System,standard,Constant,1,,,,974.7116769095697,$/MWt,Power Mwe Processed by New Reactor Facility,3417,MWt,0.8,2018,Lab and Mat and Equip,PWR12-ME,,,,No Learning,0,0,Lognormal,779.7693415276558,1949.4233538191395,Lognormal,0.1,1,0,Truncated Normal
252,2,Liquid Waste System,            Liquid Waste System,standard,Constant,1,,,,9674.812455370207,$/MWt,Power Mwe Processed by New Reactor Facility,3417,MWt,0.8,2018,Lab and Mat and Equip,PWR12-ME,,,,No Learning,0,0,Lognormal,7739.849964296166,19349.624910740415,Lognormal,0.1,1,0,Truncated Normal
253,2,Solid Waste System,            Solid Waste System,standard,Constant,1,,,,4625.438068481124,$/MWt,Power Mwe Processed by New Reactor Facility,3417,MWt,0.8,2018,Lab and Mat and Equip,PWR12-ME,,,,No Learning,0,0,Lognormal,3700.3504547848993,9250.876136962248,Lognormal,0.1,1,0,Truncated Normal
254,2,Auxiliary System,            Auxiliary System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254.1,3,Fire Protection Equipment,                  Fire Protection Equipment,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
254.2,3,Service Water/Air/Steam System,                  Service Water/Air/Steam System,standard,Constant,1,,,,32567.925373134327,,Power Mwt Processed by Servicing,3417,MWt,0.8,2018,Lab and Mat and Equip,PWR12-ME,,,Power Law scaling of PWR12-ME Service Water/Air/Steam System. Needs better cost correlation.,No Learning,0,0,Lognormal,26054.340298507464,65135.850746268654,Lognormal,0.1,1,0,Truncated Normal
254.3,3,Inert Gas System,                  Inert Gas System,standard,Constant,1,,,,41.15906309139729,$/m^3,Radioactive Waste Processing Building Volume,201049.28,m^3,0.6,1978,Lab and Mat and Equip,,"Park et al., Bottom-up levelized cost estimation of low-enriched and low-pressure nuclear batteries. NED. 2025",https://doi.org/10.1016/j.nucengdes.2025.113936,Uses LMFBR Inert Gas System as reference for Power Law Scaling using Containment/HotCell Volume,No Learning,0,0,Lognormal,32.92725047311784,82.31812618279459,Lognormal,0.1,1,0,Truncated Normal
254.4,3,Decontamination System,                  Decontamination System,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
255,2,Radioactive Waste Cask Management Equipment,            Radioactive Waste Cask Management Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255.1,3,Cask Inspection Equipment,                  Cask Inspection Equipment,standard,Defueling/Refueling Line Count,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
255.2,3,Cask Transfer Crane,                  Cask Transfer Crane,standard,Defueling/Refueling Line Count,0.1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
255.3,3,Cask Storage Rack,                  Cask Storage Rack,standard,Defueling/Refueling Line Count,0.1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
259,2,Integrated Control System,            Integrated Control System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259.1,3,Plant Control Systems,                  Plant Control Systems,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
259.2,3,Instrumentation and Controls,                  Instrumentation and Controls,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
259.3,3,Process Computer,                  Process Computer,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
259.4,3,Alarm System,                  Alarm System,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
259.5,3,Monitoring System,                  Monitoring System,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
259.6,3,Communication System,                  Communication System,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
26,1,Electrical Equipment,      Electrical Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,2,Switchgear,            Switchgear,standard,Constant,1,,,,12609.009795601574,$/MWe,Central Facility Power MWe,1144,MWe,0.6,2018,Lab and Mat and Equip,"EEDB PWR12-ME + Stewart and Shirvan (2022)

Scales PWR12-ME costs with simplifications based on Stewart and Srhivan (2022)","Stewart, W. R., & Shirvan, K. (2022). Capital cost estimation for advanced nuclear power plants. Renewable and Sustainable Energy Reviews, 155, 111880.",,,No Learning,0,0,,11348.108816041417,16391.712734282046,,,,,
262,2,Station Service Equipment,            Station Service Equipment,standard,Constant,1,,,,10483.078127225175,$/MWe,Central Facility Power MWe,1144,MWe,0.6,2018,Lab and Mat and Equip,,,,,No Learning,0,0,,9434.770314502657,13628.001565392728,,,,,
263,2,Switchboards,            Switchboards,standard,Constant,1,,,,12609.009795601574,$/MWe,Central Facility Power MWe,1144,MWe,0.6,2018,Lab and Mat and Equip,,,,,No Learning,0,0,,11348.108816041417,16391.712734282046,,,,,
264,2,Protective Equipment,            Protective Equipment,standard,Constant,1,,,,10483.078127225175,$/MWe,Central Facility Power MWe,1144,MWe,0.6,2018,Lab and Mat and Equip,,,,,No Learning,0,0,,9434.770314502657,13628.001565392728,,,,,
265,2,Electrical Structure & Wiring Container,            Electrical Structure & Wiring Container,standard,Constant,1,,,,3404.0615157416346,$/MWe,Central Facility Power MWe,1144,MWe,0.6,2018,Lab and Mat and Equip,,,,,No Learning,0,0,,3063.6553641674714,4425.279970464125,,,,,
266,2,Power & Control Wiring,            Power & Control Wiring,standard,Constant,1,,,,9776.146788199037,$/MWe,Central Facility Power MWe,1144,MWe,0.6,2018,Lab and Mat and Equip,,,,,No Learning,0,0,,8798.532109379134,12708.99082465875,,,,,
27,1,Equipment to support Site Function,      Equipment to support Site Function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,2,Physical Security Systems,            Physical Security Systems,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
28,1,Transport Equipment,      Transport Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,2,Onsite Transport Equipment,            Onsite Transport Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281.1,3,Local Transport Vehicle,                  Local Transport Vehicle,standard,Local Transport Vehecle Count,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
282,2,Off-site Transport Equipment,            Off-site Transport Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282.1,3,Large Cargo Transport Vehicle,                  Large Cargo Transport Vehicle,standard,General Transport Vehicle Count,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
282.2,3,Used Reactor Transport Vehicle,                  Used Reactor Transport Vehicle,standard,Reactor Transport Vehicle Count,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
283.4,3,Operational Spares/Waste Transport Vehicle,                  Operational Spares/Waste Transport Vehicle,standard,Spares/Waste Transport Vehicle Count,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
283,2,Vehicle Inspection and Maintenance Equipment,            Vehicle Inspection and Maintenance Equipment,standard,Constant,1,,,,,,,,,,,,,,,,,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
30,0,Capitalized Indirect Services Cost,Capitalized Indirect Services Cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1,Factory & field indirect costs,      Factory & field indirect costs,standard,Constant,1,,,,,,,,,,2024,Lab and Equip,MARVEL,,,,No Learning,,,,,,,,,,
32,1,Factory and construction supervision,      Factory and construction supervision,standard,Constant,1,,,,,,,,,,2024,Lab and Equip,,,,,No Learning,,,,,,,,,,
33,1,Startup Costs,      Startup Costs,standard,Constant,1,,,,,,,,,,2024,Labor,,,,,No Learning,,,,,,,,,,
34,1,Shipping and Transportation Costs,      Shipping and Transportation Costs,standard,Constant,1,,,,,,,,,,2024,Labor,,,,,No Learning,,,,,,,,,,
35,1,Engineering Services,      Engineering Services,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,,,,,,,,,,
36,1,PM/CM Services,      PM/CM Services,standard,Constant,1,,,,,,,,,,2024,Labor,,"Al-Dawood, Khaldoon and Hanna, Botros and Balla, Sai and de Oliveira, Rodrigo and Garcia, Samuel and McCarthy, Dan and Bolisetti, Chandrakanth and Lindley, Ben and Abou-Jaoude, Abdalla, Open-Source Microreactor Design Models for Technoeconomic Assessment. ",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5163464,,No Learning,,,,,,,,,,
40,0,Capitalized training costs,Capitalized training costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1,staff recruitment and training,      staff recruitment and training,standard,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0,Capitalized Financial Costs ,Capitalized Financial Costs ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1,Interest,      Interest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0,Annualized O&M Cost ,Annualized O&M Cost ,,,,,,,178500,$/FTE,Number of On-Site Operators per Shift,,,1,2024,Labor,,"de Candido, I., A. Al Rashdan, A. Abou-Jaoude, and J. Buongiorno. 2024. “Assessment of Technoeconomic Opportunities in Automation for Nuclear Microreactors.” Nuclear Science and Engineering, 1–20. https://doi.org/10.1080/00295639.2024.2372511.",,,No Learning,0,0,Lognormal,160650,232050,Lognormal,0.1,1,0,Truncated Normal
71,1,O&M Staff,      O&M Staff,,,,,,,178500,$/FTE,Reactors Monitored Per Operator,,,1,2024,Labor,,"de Candido, I., A. Al Rashdan, A. Abou-Jaoude, and J. Buongiorno. 2024. “Assessment of Technoeconomic Opportunities in Automation for Nuclear Microreactors.” Nuclear Science and Engineering, 1–20. https://doi.org/10.1080/00295639.2024.2372511.",,,No Learning,0,0,Lognormal,160650,232050,Lognormal,0.1,1,0,Truncated Normal
711,2,Operators ,            Operators ,nonstandard,,,,,,178500,$/FTE,Security Staff Per Shift,,,1,2024,Labor,,"de Candido, I., A. Al Rashdan, A. Abou-Jaoude, and J. Buongiorno. 2024. “Assessment of Technoeconomic Opportunities in Automation for Nuclear Microreactors.” Nuclear Science and Engineering, 1–20. https://doi.org/10.1080/00295639.2024.2372511.",,,No Learning,0,0,Lognormal,160650,232050,Lognormal,0.1,1,0,Truncated Normal
712,2,Remote Monitoring Technicians ,            Remote Monitoring Technicians ,nonstandard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,2,Security Staff ,            Security Staff ,nonstandard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,2,Maintenance Staff,            Maintenance Staff,nonstandard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1,Fixed O&M Utilities and Materials ,      Fixed O&M Utilities and Materials ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,2,Spare Parts,            Spare Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,2,"Utilities, Supplies, and Consumables","            Utilities, Supplies, and Consumables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743.1,3,Annualized Transportation Costs,                  Annualized Transportation Costs,standard,Constant,1,,,,,,,,,,,,,,,,,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
743.2,3,Annualized Cask Replacements,                  Annualized Cask Replacements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743.21,4,Spent Fuel Cask,                        Spent Fuel Cask,standard,Annual Spent Fuel Cask Replacement,1,,,1159000,,,,,,,2023,Equipment,MIT-ANP-TR-198,,,NUHOMS EOS 37 PTH ESC Cask,,1008000,1310000,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
743.22,4,Reactor Transport Cask,                        Reactor Transport Cask,standard,Annual Reactor Cask Replacement,1,,,6750000,,,,,,,2022,Equipment,Private Conversation,,,,,5000000,8500000,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
743.23,4,Radioactive Waste Storage Cask,                        Radioactive Waste Storage Cask,standard,Annual Rad Waste Cask Replacement,1,,,1159000,,,,,,,2023,Equipment,MIT-ANP-TR-198,,,NUHOMS EOS 37 PTH ESC Cask,,1008000,1310000,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
743.3,3,Annualized Helium Replenishment,                  Annualized Helium Replenishment,standard,Constant,1,,,,170,$/Kg,Onsite Coolant Inventory,,Kg,,2024,Equipment,Fernandez de Losada. (2024). Assessment of the Lifecycle Cost of Nuclear-Grade Coolants for Advanced Reactors. ETHzurich. Swiss.,Fernandez de Losada. (2024). Assessment of the Lifecycle Cost of Nuclear-Grade Coolants for Advanced Reactors. ETHzurich. Swiss.,https://doi.org/10.3929/ethz-b-000709311,Vendor Quoate (Linde) for 3000 cylinders of 99.999% purity Helium. 3000 cylinders correspond to ~4 MT of He.,No Learning,0,0,Lognormal,153,221,Lognormal,0.1,1,0,Truncated Normal
75,1,Capital Plant Expenditures,      Capital Plant Expenditures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1,Annualized Decommissioning Cost,      Annualized Decommissioning Cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
